emoji,text_name,unicode
👨🏿‍❤‍💋‍👨🏾,"kiss: man, man, dark skin tone, medium-dark skin tone People & Body",1F468 1F3FF 200D 2764 200D 1F48B 200D 1F468 1F3FE
👨🏿‍❤️‍💋‍👨🏿,"kiss: man, man, dark skin tone People & Body",1F468 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF
👨🏿‍❤‍💋‍👨🏿,"kiss: man, man, dark skin tone People & Body",1F468 1F3FF 200D 2764 200D 1F48B 200D 1F468 1F3FF
👩‍❤️‍💋‍👩,"kiss: woman, woman People & Body",1F469 200D 2764 FE0F 200D 1F48B 200D 1F469
👩‍❤‍💋‍👩,"kiss: woman, woman People & Body",1F469 200D 2764 200D 1F48B 200D 1F469
👩🏻‍❤️‍💋‍👩🏻,"kiss: woman, woman, light skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FB
👩🏻‍❤‍💋‍👩🏻,"kiss: woman, woman, light skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F48B 200D 1F469 1F3FB
👩🏻‍❤️‍💋‍👩🏼,"kiss: woman, woman, light skin tone, medium-light skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FC
👩🏻‍❤‍💋‍👩🏼,"kiss: woman, woman, light skin tone, medium-light skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F48B 200D 1F469 1F3FC
👩🏻‍❤️‍💋‍👩🏽,"kiss: woman, woman, light skin tone, medium skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FD
👩🏻‍❤‍💋‍👩🏽,"kiss: woman, woman, light skin tone, medium skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F48B 200D 1F469 1F3FD
👩🏻‍❤️‍💋‍👩🏾,"kiss: woman, woman, light skin tone, medium-dark skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FE
👩🏻‍❤‍💋‍👩🏾,"kiss: woman, woman, light skin tone, medium-dark skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F48B 200D 1F469 1F3FE
👩🏻‍❤️‍💋‍👩🏿,"kiss: woman, woman, light skin tone, dark skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FF
👩🏻‍❤‍💋‍👩🏿,"kiss: woman, woman, light skin tone, dark skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F48B 200D 1F469 1F3FF
👩🏼‍❤️‍💋‍👩🏻,"kiss: woman, woman, medium-light skin tone, light skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FB
👩🏼‍❤‍💋‍👩🏻,"kiss: woman, woman, medium-light skin tone, light skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F48B 200D 1F469 1F3FB
👩🏼‍❤️‍💋‍👩🏼,"kiss: woman, woman, medium-light skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FC
👩🏼‍❤‍💋‍👩🏼,"kiss: woman, woman, medium-light skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F48B 200D 1F469 1F3FC
👩🏼‍❤️‍💋‍👩🏽,"kiss: woman, woman, medium-light skin tone, medium skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FD
👩🏼‍❤‍💋‍👩🏽,"kiss: woman, woman, medium-light skin tone, medium skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F48B 200D 1F469 1F3FD
👩🏼‍❤️‍💋‍👩🏾,"kiss: woman, woman, medium-light skin tone, medium-dark skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FE
👩🏼‍❤‍💋‍👩🏾,"kiss: woman, woman, medium-light skin tone, medium-dark skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F48B 200D 1F469 1F3FE
👩🏼‍❤️‍💋‍👩🏿,"kiss: woman, woman, medium-light skin tone, dark skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FF
👩🏼‍❤‍💋‍👩🏿,"kiss: woman, woman, medium-light skin tone, dark skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F48B 200D 1F469 1F3FF
👩🏽‍❤️‍💋‍👩🏻,"kiss: woman, woman, medium skin tone, light skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FB
👩🏽‍❤‍💋‍👩🏻,"kiss: woman, woman, medium skin tone, light skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F48B 200D 1F469 1F3FB
👩🏽‍❤️‍💋‍👩🏼,"kiss: woman, woman, medium skin tone, medium-light skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FC
👩🏽‍❤‍💋‍👩🏼,"kiss: woman, woman, medium skin tone, medium-light skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F48B 200D 1F469 1F3FC
👩🏽‍❤️‍💋‍👩🏽,"kiss: woman, woman, medium skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FD
👩🏽‍❤‍💋‍👩🏽,"kiss: woman, woman, medium skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F48B 200D 1F469 1F3FD
👩🏽‍❤️‍💋‍👩🏾,"kiss: woman, woman, medium skin tone, medium-dark skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FE
👩🏽‍❤‍💋‍👩🏾,"kiss: woman, woman, medium skin tone, medium-dark skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F48B 200D 1F469 1F3FE
👩🏽‍❤️‍💋‍👩🏿,"kiss: woman, woman, medium skin tone, dark skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FF
👩🏽‍❤‍💋‍👩🏿,"kiss: woman, woman, medium skin tone, dark skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F48B 200D 1F469 1F3FF
👩🏾‍❤️‍💋‍👩🏻,"kiss: woman, woman, medium-dark skin tone, light skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FB
👩🏾‍❤‍💋‍👩🏻,"kiss: woman, woman, medium-dark skin tone, light skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F48B 200D 1F469 1F3FB
👩🏾‍❤️‍💋‍👩🏼,"kiss: woman, woman, medium-dark skin tone, medium-light skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FC
👩🏾‍❤‍💋‍👩🏼,"kiss: woman, woman, medium-dark skin tone, medium-light skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F48B 200D 1F469 1F3FC
👩🏾‍❤️‍💋‍👩🏽,"kiss: woman, woman, medium-dark skin tone, medium skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FD
👩🏾‍❤‍💋‍👩🏽,"kiss: woman, woman, medium-dark skin tone, medium skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F48B 200D 1F469 1F3FD
👩🏾‍❤️‍💋‍👩🏾,"kiss: woman, woman, medium-dark skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FE
👩🏾‍❤‍💋‍👩🏾,"kiss: woman, woman, medium-dark skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F48B 200D 1F469 1F3FE
👩🏾‍❤️‍💋‍👩🏿,"kiss: woman, woman, medium-dark skin tone, dark skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FF
👩🏾‍❤‍💋‍👩🏿,"kiss: woman, woman, medium-dark skin tone, dark skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F48B 200D 1F469 1F3FF
👩🏿‍❤️‍💋‍👩🏻,"kiss: woman, woman, dark skin tone, light skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FB
👩🏿‍❤‍💋‍👩🏻,"kiss: woman, woman, dark skin tone, light skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F48B 200D 1F469 1F3FB
👩🏿‍❤️‍💋‍👩🏼,"kiss: woman, woman, dark skin tone, medium-light skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FC
👩🏿‍❤‍💋‍👩🏼,"kiss: woman, woman, dark skin tone, medium-light skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F48B 200D 1F469 1F3FC
👩🏿‍❤️‍💋‍👩🏽,"kiss: woman, woman, dark skin tone, medium skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FD
👩🏿‍❤‍💋‍👩🏽,"kiss: woman, woman, dark skin tone, medium skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F48B 200D 1F469 1F3FD
👩🏿‍❤️‍💋‍👩🏾,"kiss: woman, woman, dark skin tone, medium-dark skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FE
👩🏿‍❤‍💋‍👩🏾,"kiss: woman, woman, dark skin tone, medium-dark skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F48B 200D 1F469 1F3FE
👩🏿‍❤️‍💋‍👩🏿,"kiss: woman, woman, dark skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FF
👩🏿‍❤‍💋‍👩🏿,"kiss: woman, woman, dark skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F48B 200D 1F469 1F3FF
💑,couple with heart People & Body,1F491
💑🏻,couple with heart: light skin tone People & Body,1F491 1F3FB
💑🏼,couple with heart: medium-light skin tone People & Body,1F491 1F3FC
💑🏽,couple with heart: medium skin tone People & Body,1F491 1F3FD
💑🏾,couple with heart: medium-dark skin tone People & Body,1F491 1F3FE
💑🏿,couple with heart: dark skin tone People & Body,1F491 1F3FF
🧑🏻‍❤️‍🧑🏼,"couple with heart: person, person, light skin tone, medium-light skin tone People & Body",1F9D1 1F3FB 200D 2764 FE0F 200D 1F9D1 1F3FC
🧑🏻‍❤‍🧑🏼,"couple with heart: person, person, light skin tone, medium-light skin tone People & Body",1F9D1 1F3FB 200D 2764 200D 1F9D1 1F3FC
🧑🏻‍❤️‍🧑🏽,"couple with heart: person, person, light skin tone, medium skin tone People & Body",1F9D1 1F3FB 200D 2764 FE0F 200D 1F9D1 1F3FD
🧑🏻‍❤‍🧑🏽,"couple with heart: person, person, light skin tone, medium skin tone People & Body",1F9D1 1F3FB 200D 2764 200D 1F9D1 1F3FD
🧑🏻‍❤️‍🧑🏾,"couple with heart: person, person, light skin tone, medium-dark skin tone People & Body",1F9D1 1F3FB 200D 2764 FE0F 200D 1F9D1 1F3FE
🧑🏻‍❤‍🧑🏾,"couple with heart: person, person, light skin tone, medium-dark skin tone People & Body",1F9D1 1F3FB 200D 2764 200D 1F9D1 1F3FE
🧑🏻‍❤️‍🧑🏿,"couple with heart: person, person, light skin tone, dark skin tone People & Body",1F9D1 1F3FB 200D 2764 FE0F 200D 1F9D1 1F3FF
🧑🏻‍❤‍🧑🏿,"couple with heart: person, person, light skin tone, dark skin tone People & Body",1F9D1 1F3FB 200D 2764 200D 1F9D1 1F3FF
🧑🏼‍❤️‍🧑🏻,"couple with heart: person, person, medium-light skin tone, light skin tone People & Body",1F9D1 1F3FC 200D 2764 FE0F 200D 1F9D1 1F3FB
🧑🏼‍❤‍🧑🏻,"couple with heart: person, person, medium-light skin tone, light skin tone People & Body",1F9D1 1F3FC 200D 2764 200D 1F9D1 1F3FB
🧑🏼‍❤️‍🧑🏽,"couple with heart: person, person, medium-light skin tone, medium skin tone People & Body",1F9D1 1F3FC 200D 2764 FE0F 200D 1F9D1 1F3FD
🧑🏼‍❤‍🧑🏽,"couple with heart: person, person, medium-light skin tone, medium skin tone People & Body",1F9D1 1F3FC 200D 2764 200D 1F9D1 1F3FD
🧑🏼‍❤️‍🧑🏾,"couple with heart: person, person, medium-light skin tone, medium-dark skin tone People & Body",1F9D1 1F3FC 200D 2764 FE0F 200D 1F9D1 1F3FE
🧑🏼‍❤‍🧑🏾,"couple with heart: person, person, medium-light skin tone, medium-dark skin tone People & Body",1F9D1 1F3FC 200D 2764 200D 1F9D1 1F3FE
🧑🏼‍❤️‍🧑🏿,"couple with heart: person, person, medium-light skin tone, dark skin tone People & Body",1F9D1 1F3FC 200D 2764 FE0F 200D 1F9D1 1F3FF
🧑🏼‍❤‍🧑🏿,"couple with heart: person, person, medium-light skin tone, dark skin tone People & Body",1F9D1 1F3FC 200D 2764 200D 1F9D1 1F3FF
🧑🏽‍❤️‍🧑🏻,"couple with heart: person, person, medium skin tone, light skin tone People & Body",1F9D1 1F3FD 200D 2764 FE0F 200D 1F9D1 1F3FB
🧑🏽‍❤‍🧑🏻,"couple with heart: person, person, medium skin tone, light skin tone People & Body",1F9D1 1F3FD 200D 2764 200D 1F9D1 1F3FB
🧑🏽‍❤️‍🧑🏼,"couple with heart: person, person, medium skin tone, medium-light skin tone People & Body",1F9D1 1F3FD 200D 2764 FE0F 200D 1F9D1 1F3FC
🧑🏽‍❤‍🧑🏼,"couple with heart: person, person, medium skin tone, medium-light skin tone People & Body",1F9D1 1F3FD 200D 2764 200D 1F9D1 1F3FC
🧑🏽‍❤️‍🧑🏾,"couple with heart: person, person, medium skin tone, medium-dark skin tone People & Body",1F9D1 1F3FD 200D 2764 FE0F 200D 1F9D1 1F3FE
🧑🏽‍❤‍🧑🏾,"couple with heart: person, person, medium skin tone, medium-dark skin tone People & Body",1F9D1 1F3FD 200D 2764 200D 1F9D1 1F3FE
🧑🏽‍❤️‍🧑🏿,"couple with heart: person, person, medium skin tone, dark skin tone People & Body",1F9D1 1F3FD 200D 2764 FE0F 200D 1F9D1 1F3FF
🧑🏽‍❤‍🧑🏿,"couple with heart: person, person, medium skin tone, dark skin tone People & Body",1F9D1 1F3FD 200D 2764 200D 1F9D1 1F3FF
🧑🏾‍❤️‍🧑🏻,"couple with heart: person, person, medium-dark skin tone, light skin tone People & Body",1F9D1 1F3FE 200D 2764 FE0F 200D 1F9D1 1F3FB
🧑🏾‍❤‍🧑🏻,"couple with heart: person, person, medium-dark skin tone, light skin tone People & Body",1F9D1 1F3FE 200D 2764 200D 1F9D1 1F3FB
🧑🏾‍❤️‍🧑🏼,"couple with heart: person, person, medium-dark skin tone, medium-light skin tone People & Body",1F9D1 1F3FE 200D 2764 FE0F 200D 1F9D1 1F3FC
🧑🏾‍❤‍🧑🏼,"couple with heart: person, person, medium-dark skin tone, medium-light skin tone People & Body",1F9D1 1F3FE 200D 2764 200D 1F9D1 1F3FC
🧑🏾‍❤️‍🧑🏽,"couple with heart: person, person, medium-dark skin tone, medium skin tone People & Body",1F9D1 1F3FE 200D 2764 FE0F 200D 1F9D1 1F3FD
🧑🏾‍❤‍🧑🏽,"couple with heart: person, person, medium-dark skin tone, medium skin tone People & Body",1F9D1 1F3FE 200D 2764 200D 1F9D1 1F3FD
🧑🏾‍❤️‍🧑🏿,"couple with heart: person, person, medium-dark skin tone, dark skin tone People & Body",1F9D1 1F3FE 200D 2764 FE0F 200D 1F9D1 1F3FF
🧑🏾‍❤‍🧑🏿,"couple with heart: person, person, medium-dark skin tone, dark skin tone People & Body",1F9D1 1F3FE 200D 2764 200D 1F9D1 1F3FF
🧑🏿‍❤️‍🧑🏻,"couple with heart: person, person, dark skin tone, light skin tone People & Body",1F9D1 1F3FF 200D 2764 FE0F 200D 1F9D1 1F3FB
🧑🏿‍❤‍🧑🏻,"couple with heart: person, person, dark skin tone, light skin tone People & Body",1F9D1 1F3FF 200D 2764 200D 1F9D1 1F3FB
🧑🏿‍❤️‍🧑🏼,"couple with heart: person, person, dark skin tone, medium-light skin tone People & Body",1F9D1 1F3FF 200D 2764 FE0F 200D 1F9D1 1F3FC
🧑🏿‍❤‍🧑🏼,"couple with heart: person, person, dark skin tone, medium-light skin tone People & Body",1F9D1 1F3FF 200D 2764 200D 1F9D1 1F3FC
🧑🏿‍❤️‍🧑🏽,"couple with heart: person, person, dark skin tone, medium skin tone People & Body",1F9D1 1F3FF 200D 2764 FE0F 200D 1F9D1 1F3FD
🧑🏿‍❤‍🧑🏽,"couple with heart: person, person, dark skin tone, medium skin tone People & Body",1F9D1 1F3FF 200D 2764 200D 1F9D1 1F3FD
🧑🏿‍❤️‍🧑🏾,"couple with heart: person, person, dark skin tone, medium-dark skin tone People & Body",1F9D1 1F3FF 200D 2764 FE0F 200D 1F9D1 1F3FE
🧑🏿‍❤‍🧑🏾,"couple with heart: person, person, dark skin tone, medium-dark skin tone People & Body",1F9D1 1F3FF 200D 2764 200D 1F9D1 1F3FE
👩‍❤️‍👨,"couple with heart: woman, man People & Body",1F469 200D 2764 FE0F 200D 1F468
👩‍❤‍👨,"couple with heart: woman, man People & Body",1F469 200D 2764 200D 1F468
👩🏻‍❤️‍👨🏻,"couple with heart: woman, man, light skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FB
👩🏻‍❤‍👨🏻,"couple with heart: woman, man, light skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F468 1F3FB
👩🏻‍❤️‍👨🏼,"couple with heart: woman, man, light skin tone, medium-light skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FC
👩🏻‍❤‍👨🏼,"couple with heart: woman, man, light skin tone, medium-light skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F468 1F3FC
👩🏻‍❤️‍👨🏽,"couple with heart: woman, man, light skin tone, medium skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FD
👩🏻‍❤‍👨🏽,"couple with heart: woman, man, light skin tone, medium skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F468 1F3FD
👩🏻‍❤️‍👨🏾,"couple with heart: woman, man, light skin tone, medium-dark skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FE
👩🏻‍❤‍👨🏾,"couple with heart: woman, man, light skin tone, medium-dark skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F468 1F3FE
👩🏻‍❤️‍👨🏿,"couple with heart: woman, man, light skin tone, dark skin tone People & Body",1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FF
👩🏻‍❤‍👨🏿,"couple with heart: woman, man, light skin tone, dark skin tone People & Body",1F469 1F3FB 200D 2764 200D 1F468 1F3FF
👩🏼‍❤️‍👨🏻,"couple with heart: woman, man, medium-light skin tone, light skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FB
👩🏼‍❤‍👨🏻,"couple with heart: woman, man, medium-light skin tone, light skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F468 1F3FB
👩🏼‍❤️‍👨🏼,"couple with heart: woman, man, medium-light skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FC
👩🏼‍❤‍👨🏼,"couple with heart: woman, man, medium-light skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F468 1F3FC
👩🏼‍❤️‍👨🏽,"couple with heart: woman, man, medium-light skin tone, medium skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FD
👩🏼‍❤‍👨🏽,"couple with heart: woman, man, medium-light skin tone, medium skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F468 1F3FD
👩🏼‍❤️‍👨🏾,"couple with heart: woman, man, medium-light skin tone, medium-dark skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FE
👩🏼‍❤‍👨🏾,"couple with heart: woman, man, medium-light skin tone, medium-dark skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F468 1F3FE
👩🏼‍❤️‍👨🏿,"couple with heart: woman, man, medium-light skin tone, dark skin tone People & Body",1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FF
👩🏼‍❤‍👨🏿,"couple with heart: woman, man, medium-light skin tone, dark skin tone People & Body",1F469 1F3FC 200D 2764 200D 1F468 1F3FF
👩🏽‍❤️‍👨🏻,"couple with heart: woman, man, medium skin tone, light skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FB
👩🏽‍❤‍👨🏻,"couple with heart: woman, man, medium skin tone, light skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F468 1F3FB
👩🏽‍❤️‍👨🏼,"couple with heart: woman, man, medium skin tone, medium-light skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FC
👩🏽‍❤‍👨🏼,"couple with heart: woman, man, medium skin tone, medium-light skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F468 1F3FC
👩🏽‍❤️‍👨🏽,"couple with heart: woman, man, medium skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FD
👩🏽‍❤‍👨🏽,"couple with heart: woman, man, medium skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F468 1F3FD
👩🏽‍❤️‍👨🏾,"couple with heart: woman, man, medium skin tone, medium-dark skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FE
👩🏽‍❤‍👨🏾,"couple with heart: woman, man, medium skin tone, medium-dark skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F468 1F3FE
👩🏽‍❤️‍👨🏿,"couple with heart: woman, man, medium skin tone, dark skin tone People & Body",1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FF
👩🏽‍❤‍👨🏿,"couple with heart: woman, man, medium skin tone, dark skin tone People & Body",1F469 1F3FD 200D 2764 200D 1F468 1F3FF
👩🏾‍❤️‍👨🏻,"couple with heart: woman, man, medium-dark skin tone, light skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FB
👩🏾‍❤‍👨🏻,"couple with heart: woman, man, medium-dark skin tone, light skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F468 1F3FB
👩🏾‍❤️‍👨🏼,"couple with heart: woman, man, medium-dark skin tone, medium-light skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FC
👩🏾‍❤‍👨🏼,"couple with heart: woman, man, medium-dark skin tone, medium-light skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F468 1F3FC
👩🏾‍❤️‍👨🏽,"couple with heart: woman, man, medium-dark skin tone, medium skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FD
👩🏾‍❤‍👨🏽,"couple with heart: woman, man, medium-dark skin tone, medium skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F468 1F3FD
👩🏾‍❤️‍👨🏾,"couple with heart: woman, man, medium-dark skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FE
👩🏾‍❤‍👨🏾,"couple with heart: woman, man, medium-dark skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F468 1F3FE
👩🏾‍❤️‍👨🏿,"couple with heart: woman, man, medium-dark skin tone, dark skin tone People & Body",1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FF
👩🏾‍❤‍👨🏿,"couple with heart: woman, man, medium-dark skin tone, dark skin tone People & Body",1F469 1F3FE 200D 2764 200D 1F468 1F3FF
👩🏿‍❤️‍👨🏻,"couple with heart: woman, man, dark skin tone, light skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FB
👩🏿‍❤‍👨🏻,"couple with heart: woman, man, dark skin tone, light skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F468 1F3FB
👩🏿‍❤️‍👨🏼,"couple with heart: woman, man, dark skin tone, medium-light skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FC
👩🏿‍❤‍👨🏼,"couple with heart: woman, man, dark skin tone, medium-light skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F468 1F3FC
👩🏿‍❤️‍👨🏽,"couple with heart: woman, man, dark skin tone, medium skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FD
👩🏿‍❤‍👨🏽,"couple with heart: woman, man, dark skin tone, medium skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F468 1F3FD
👩🏿‍❤️‍👨🏾,"couple with heart: woman, man, dark skin tone, medium-dark skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FE
👩🏿‍❤‍👨🏾,"couple with heart: woman, man, dark skin tone, medium-dark skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F468 1F3FE
👩🏿‍❤️‍👨🏿,"couple with heart: woman, man, dark skin tone People & Body",1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FF
👩🏿‍❤‍👨🏿,"couple with heart: woman, man, dark skin tone People & Body",1F469 1F3FF 200D 2764 200D 1F468 1F3FF
👨‍❤️‍👨,"couple with heart: man, man People & Body",1F468 200D 2764 FE0F 200D 1F468
👨‍❤‍👨,"couple with heart: man, man People & Body",1F468 200D 2764 200D 1F468
👨🏻‍❤️‍👨🏻,"couple with heart: man, man, light skin tone People & Body",1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FB
👨🏻‍❤‍👨🏻,"couple with heart: man, man, light skin tone People & Body",1F468 1F3FB 200D 2764 200D 1F468 1F3FB
👨🏻‍❤️‍👨🏼,"couple with heart: man, man, light skin tone, medium-light skin tone People & Body",1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FC
👨🏻‍❤‍👨🏼,"couple with heart: man, man, light skin tone, medium-light skin tone People & Body",1F468 1F3FB 200D 2764 200D 1F468 1F3FC
👨🏻‍❤️‍👨🏽,"couple with heart: man, man, light skin tone, medium skin tone People & Body",1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FD
👨🏻‍❤‍👨🏽,"couple with heart: man, man, light skin tone, medium skin tone People & Body",1F468 1F3FB 200D 2764 200D 1F468 1F3FD
👨🏻‍❤️‍👨🏾,"couple with heart: man, man, light skin tone, medium-dark skin tone People & Body",1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FE
👨🏻‍❤‍👨🏾,"couple with heart: man, man, light skin tone, medium-dark skin tone People & Body",1F468 1F3FB 200D 2764 200D 1F468 1F3FE
👨🏻‍❤️‍👨🏿,"couple with heart: man, man, light skin tone, dark skin tone People & Body",1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FF
👨🏻‍❤‍👨🏿,"couple with heart: man, man, light skin tone, dark skin tone People & Body",1F468 1F3FB 200D 2764 200D 1F468 1F3FF
👨🏼‍❤️‍👨🏻,"couple with heart: man, man, medium-light skin tone, light skin tone People & Body",1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FB
👨🏼‍❤‍👨🏻,"couple with heart: man, man, medium-light skin tone, light skin tone People & Body",1F468 1F3FC 200D 2764 200D 1F468 1F3FB
👨🏼‍❤️‍👨🏼,"couple with heart: man, man, medium-light skin tone People & Body",1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FC
👨🏼‍❤‍👨🏼,"couple with heart: man, man, medium-light skin tone People & Body",1F468 1F3FC 200D 2764 200D 1F468 1F3FC
👨🏼‍❤️‍👨🏽,"couple with heart: man, man, medium-light skin tone, medium skin tone People & Body",1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FD
👨🏼‍❤‍👨🏽,"couple with heart: man, man, medium-light skin tone, medium skin tone People & Body",1F468 1F3FC 200D 2764 200D 1F468 1F3FD
👨🏼‍❤️‍👨🏾,"couple with heart: man, man, medium-light skin tone, medium-dark skin tone People & Body",1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FE
